"","COUNTYA","STATEA","Entropia","Entropia_std","H","D_wb","D_wa","D_wl","D_bl","D_ba","D_la"
"839",37,39,0.0918,0.0512,0.1144,0.5099,0.4827,0.4127,0.4968,0.7166,0.6408
"840",37,40,0.4984,0.2782,0.106,0.5907,0.4175,0.2553,0.6109,0.7358,0.3923
"841",37,41,0.3194,0.1783,0.0355,0.6379,0.3818,0.1983,0.6889,0.6098,0.4299
"842",37,42,0.0918,0.0512,0.098,0.547,0.4578,0.328,0.4229,0.4653,0.4434
"843",37,45,0.7327,0.4089,0.1904,0.4301,0.5923,0.5181,0.5438,0.7892,0.8769
"844",37,46,0.2627,0.1466,0.3885,0.9144,0.8236,0.6418,0.7273,1,1
"845",37,47,0.6797,0.3794,0.4021,0.6728,0.4247,0.2807,0.6096,0.6963,0.4261
"846",37,48,0.6536,0.3648,0.2931,0.5896,0.5062,0.3955,0.5923,0.622,0.6156
"847",37,49,0.8406,0.4692,0.4494,0.573,0.5484,0.3218,0.7091,0.7056,0.5902
"848",37,51,0.6899,0.3851,0.0348,0.1554,0.6823,0.3623,0.3316,0.7344,0.6364
"849",37,53,0.2865,0.1599,0.0848,0.4566,0.4442,0.2904,0.4702,0.2815,0.4206
"850",37,54,0.366,0.2043,0.1109,0.3773,0.3025,0.2757,0.35,0.5171,0.4668
"851",37,55,0.0536,0.0299,0.0817,0.3196,0.6975,0.3621,0.3864,0.75,0.9091
"852",37,56,0.4273,0.2385,0.0611,0.4255,0.4016,0.2089,0.4347,0.5574,0.4807
"853",39,1,0.4345,0.2425,0.2463,0.5448,0.5985,0.4592,0.5011,0.6371,0.5981
"854",39,5,0.707,0.3946,0.188,0.4469,0.5878,0.3763,0.5265,0.5466,0.2625
"855",39,6,0.8916,0.4976,0.2306,0.6008,0.368,0.5238,0.3004,0.472,0.4007
"856",39,8,0.2004,0.1118,0.0325,0.4012,0.2406,0.1454,0.3489,0.354,0.2119
"857",39,12,0.7988,0.4458,0.2104,0.4978,0.5922,0.5075,0.4579,0.6073,0.6494
"858",39,13,0.6962,0.3885,0.0741,0.3066,0.1981,0.2251,0.4302,0.4311,0.2102
"859",39,16,0.564,0.3148,0.0792,0.3882,0.2559,0.3122,0.5317,0.2495,0.4679
"860",39,17,0.0756,0.0422,0.104,0.6284,0.4355,0.453,0.5425,0.5507,0.4172
"861",39,18,0.3384,0.1889,0.2514,0.697,0.3446,0.3811,0.6133,0.6742,0.4912
"862",39,19,0.0448,0.025,0.067,0.726,0.345,0.379,0.6842,0.381,0.3935
"863",39,20,0.0442,0.0247,0.1445,0.8361,0.7718,0.5026,0.9231,1,0.9231
"864",39,21,0.1054,0.0588,0.1351,0.5989,0.4181,0.4908,0.5775,0.5576,0.8095
"865",39,22,0.6449,0.3599,0.2177,0.4689,0.5717,0.2707,0.5077,0.59,0.5762
"866",39,24,0.756,0.4219,0.1646,0.4103,0.4799,0.4741,0.3183,0.4406,0.4097
"867",39,26,0.227,0.1267,0.2511,0.8893,0.4401,0.3016,0.8476,0.7035,0.566
"868",39,27,0.1046,0.0584,0.0765,0.6615,0.3363,0.3905,0.5067,0.8596,0.5052
"869",39,28,0.3568,0.1992,0.2135,0.5864,0.527,0.2861,0.5832,0.5579,0.6017
"870",39,29,0.0839,0.0468,0.0694,0.8247,0.3632,0.4549,0.9483,0.85,0.5121
"871",39,30,0.0829,0.0463,0.0315,NA,0.3642,0.2106,NA,NA,0.3056
"872",39,31,0.0397,0.0221,0.1387,0.8163,0.4966,0.5502,0.875,0.825,0.6667
"873",39,34,0.9754,0.5444,0.3734,0.7641,0.3231,0.6215,0.6133,0.7507,0.5508
"874",39,35,0.8069,0.4504,0.3748,0.4488,0.5826,0.2904,0.523,0.5132,0.6387
"875",39,36,0.3792,0.2116,0.3411,0.7533,0.4005,0.5111,0.2935,0.7293,0.5779
"876",39,37,0.2421,0.1351,0.1841,0.7034,0.6719,0.4505,0.6572,0.6585,0.7502
"877",39,38,0.0377,0.021,0.1256,NA,0.7085,0.6196,NA,NA,0.5
"878",39,39,0.3496,0.1951,0.1262,0.4921,0.5545,0.3968,0.3181,0.3157,0.4427
"879",39,40,0.6341,0.3539,0.1506,0.5456,0.397,0.4534,0.5103,0.6066,0.6435
"880",39,41,0.3148,0.1757,0.0697,0.3975,0.3828,0.2109,0.3157,0.3796,0.3873
"881",39,42,0.1251,0.0698,0.2045,0.676,0.4827,0.4316,0.5956,0.6462,0.4788
"882",39,45,0.7191,0.4013,0.1267,0.3298,0.4831,0.3434,0.3171,0.5831,0.4905
"883",39,46,0.0552,0.0308,0.1836,0.8961,0.5867,0.6731,1,1,0.8571
"884",39,47,0.2278,0.1272,0.1318,0.4753,0.6012,0.5609,0.5788,0.5625,0.517
"885",39,48,0.8136,0.4541,0.1607,0.5616,0.4418,0.3368,0.5014,0.6919,0.5594
"886",39,49,0.2757,0.1539,0.1059,0.7294,0.6066,0.3335,0.8144,0.3417,0.5398
"887",39,53,0.4241,0.2367,0.0884,0.4996,0.2355,0.438,0.6347,0.5467,0.5348
"888",39,54,0.3207,0.179,0.289,0.6417,0.5387,0.3898,0.5826,0.662,0.5319
"889",39,55,0.1308,0.073,0.1114,0.6198,0.4841,0.3601,0.5945,0.6241,0.4795
"890",39,56,0.1582,0.0883,0.0433,0.5845,0.2753,0.222,0.5007,0.5,0.2832
"891",41,1,0.6072,0.3389,0.0665,0.2385,0.5578,0.4098,0.4363,0.5829,0.5333
"892",41,5,0.7619,0.4252,0.3602,0.6336,0.4651,0.3922,0.6117,0.7183,0.4796
"893",41,6,0.6038,0.337,0.1713,0.592,0.2281,0.4085,0.4349,0.5316,0.3547
"894",41,8,0.6969,0.389,0.0955,0.4622,0.3085,0.2885,0.2996,0.2861,0.2753
"895",41,12,0.4028,0.2248,0.1932,0.6322,0.4052,0.3019,0.3655,0.3272,0.3222
"896",41,16,0.1565,0.0873,0.0757,0.7476,0.6322,0.2836,0.7764,0.8,0.7439
"897",41,17,0.1053,0.0588,0.2295,0.6363,0.5368,0.6974,0.576,0.6108,0.5364
"898",41,18,0.1358,0.0758,0.1527,0.5435,0.5369,0.3829,0.4138,0.7375,0.6455
"899",41,19,0.0637,0.0356,0.0926,0.7517,0.4841,0.3471,0.6136,0.8889,0.5791
"900",41,20,0.1725,0.0963,0.0718,0.4696,0.4798,0.2649,0.3916,0.5091,0.4484
"901",41,21,0.1424,0.0795,0.0724,0.2713,0.5475,0.4445,0.5418,0.3876,0.5682
"902",41,22,0.6711,0.3745,0.2455,0.4858,0.6224,0.296,0.4335,0.7689,0.6333
"903",41,24,0.5395,0.3011,0.167,0.3927,0.4389,0.4408,0.4282,0.4043,0.454
"904",41,26,0.1485,0.0829,0.0575,0.7205,0.3174,0.3533,0.6176,0.6782,0.5023
"905",41,27,0.0639,0.0357,0.097,0.6773,0.4297,0.4449,0.7234,0.77,0.5449
"906",41,28,0.5682,0.3171,0.2268,0.513,0.6861,0.2721,0.5478,0.6531,0.8308
"907",41,29,0.1938,0.1082,0.1519,0.4896,0.4486,0.4591,0.6152,0.8279,0.4511
"908",41,30,0.5232,0.292,0.4244,0.5982,0.3528,0.3867,0.5822,0.7791,0.5242
"909",41,31,0.0847,0.0473,0.1738,0.7982,0.7535,0.5608,0.8214,0.8182,0.8182
"910",41,34,0.2268,0.1266,0.0897,0.4387,0.3809,0.2633,0.341,0.5269,0.3677
"911",41,35,0.7345,0.4099,0.1397,0.3973,0.3958,0.3753,0.4258,0.2381,0.5612
"912",41,36,0.0765,0.0427,0.1607,0.6218,0.7973,0.5118,0.3495,0.8333,0.9032
"913",41,37,0.7278,0.4062,0.2028,0.427,0.5174,0.3431,0.3705,0.4264,0.3263
"914",41,38,0.0371,0.0207,0.2204,NA,0.7407,0.8352,NA,NA,1
"915",41,39,0.1839,0.1027,0.1266,0.4992,0.4913,0.3145,0.3669,0.5496,0.4941
"916",41,40,0.6245,0.3486,0.0978,0.6236,0.5415,0.3072,0.5504,0.85,0.5459
"917",41,41,0.2546,0.1421,0.0819,0.5707,0.3367,0.217,0.5603,0.6748,0.3313
"918",41,42,0.201,0.1122,0.1499,0.6083,0.3555,0.297,0.4266,0.6129,0.3977
"919",41,45,0.7202,0.4019,0.3573,0.5643,0.5734,0.4566,0.5596,0.8145,0.6032
"920",41,46,0.6985,0.3898,0.1876,0.5124,0.5972,0.4386,0.2984,0.4545,0.3696
"921",41,47,0.1243,0.0694,0.1011,0.4347,0.6462,0.3778,0.4582,0.8465,0.8065
"922",41,48,0.891,0.4973,0.2461,0.5682,0.54,0.4058,0.3809,0.7414,0.6388
"923",41,49,0.2075,0.1158,0.0768,0.8686,0.7319,0.2645,0.7924,0.7308,0.6743
"924",41,51,0.5527,0.3085,0.154,0.4396,0.2924,0.2588,0.3843,0.4668,0.3198
"925",41,53,0.2257,0.126,0.0561,0.4472,0.3515,0.271,0.4617,0.473,0.3512
"926",41,54,0.0743,0.0415,0.1041,0.6436,0.3848,0.3183,0.6869,0.6986,0.4391
"927",41,55,0.4094,0.2285,0.2684,0.8051,0.495,0.4613,0.5013,0.5,0.4286
"928",41,56,0.2442,0.1363,0.0543,0.6601,0.5503,0.2223,0.6058,0.6977,0.4941
"929",43,1,0.1004,0.056,0.3193,0.8831,0.5088,0.3746,0.8731,0.8617,0.5647
"930",43,5,0.6398,0.3571,0.146,0.3812,0.6651,0.3961,0.4239,0.74,0.668
"931",43,6,0.4629,0.2583,0.0442,0.6337,0.3433,0.157,0.5294,0.4897,0.2907
"932",43,8,0.4824,0.2692,0.1671,0.8561,0.3789,0.3446,0.6221,0.7874,0.3164
"933",43,12,0.8494,0.474,0.3269,0.7373,0.4891,0.4659,0.5767,0.3782,0.514
"934",43,13,0.7175,0.4005,0.1413,0.3645,0.7756,0.4581,0.6152,0.5822,0.6739
"935",43,16,0.3192,0.1782,0.0647,0.5735,0.3973,0.2739,0.7113,0.7137,0.5432
"936",43,17,0.4827,0.2694,0.1292,0.4577,0.3571,0.4265,0.4842,0.4396,0.4366
"937",43,18,0.2297,0.1282,0.1998,0.5446,0.4206,0.3567,0.5657,0.6167,0.4806
"938",43,19,0.0426,0.0238,0.1283,0.8435,0.5462,0.4219,0.918,0.7778,0.7128
"939",43,20,0.2132,0.119,0.2377,0.5632,0.6678,0.2711,0.6403,0.8774,0.6736
"940",43,21,0.0381,0.0213,0.1353,0.7351,0.7404,0.4473,0.664,0.2763,0.6708
"941",43,22,0.5034,0.2809,0.5156,0.8378,0.4313,0.2717,0.7312,0.824,0.4681
"942",43,24,0.3215,0.1794,0.364,0.7118,0.4518,0.3754,0.5488,0.6026,0.378
"943",43,26,0.0915,0.0511,0.0817,0.7268,0.3723,0.3673,0.8092,0.7446,0.4019
"944",43,27,0.1315,0.0734,0.0892,0.7445,0.4157,0.3502,0.6578,0.6148,0.5223
"945",43,28,0.7214,0.4026,0.2457,0.5133,0.5931,0.2813,0.3574,0.604,0.6009
"946",43,29,0.1009,0.0563,0.0386,0.4806,0.3936,0.2202,0.5733,0.6139,0.4382
"947",43,30,0.158,0.0882,0.0488,0.6645,0.3172,0.1717,0.6265,0.6,0.2699
"948",43,31,0.4521,0.2523,0.1495,0.434,0.5527,0.4672,0.3716,0.5647,0.3052
"949",43,35,1.1164,0.6231,0.406,0.3085,0.3019,0.3804,0.5317,0.3625,0.4445
"950",43,36,0.0824,0.046,0.0823,0.4686,0.4024,0.3023,0.4571,0.6408,0.5003
"951",43,37,0.1114,0.0621,0.0662,0.4271,0.5612,0.3281,0.2835,0.7143,0.5393
"952",43,38,0.0243,0.0136,0.1922,NA,0.8302,0.6531,NA,NA,0.75
"953",43,39,0.4038,0.2253,0.2865,0.6586,0.5188,0.3246,0.5211,0.731,0.6123
"954",43,40,0.2999,0.1674,0.1256,0.7076,0.7058,0.3435,0.6301,0.8,0.6005
"955",43,41,0.2377,0.1327,0.0405,0.4618,0.3034,0.2284,0.4526,0.4491,0.3557
"956",43,42,0.6083,0.3395,0.3798,0.7005,0.437,0.6064,0.3948,0.5898,0.5481
"957",43,45,0.7266,0.4055,0.3004,0.5381,0.4521,0.4375,0.48,0.6603,0.6301
"958",43,46,0.0462,0.0258,0.1511,NA,0.5177,0.7156,NA,NA,0.5
"959",43,47,0.2568,0.1433,0.1513,0.4927,0.4606,0.2617,0.5599,0.7023,0.4866
"960",43,48,0.7759,0.433,0.141,0.5546,0.4602,0.3673,0.4583,0.2906,0.5895
"961",43,49,0.168,0.0938,0.0545,0.4814,0.3358,0.2692,0.5211,0.5014,0.4142
"962",43,51,0.3662,0.2044,0.1204,0.4173,0.3459,0.3579,0.6351,0.7212,0.4618
"963",43,53,0.1665,0.0929,0.0462,0.4049,0.3828,0.2828,0.4729,0.5208,0.372
"964",43,54,0.0308,0.0172,0.1318,0.7903,0.5687,0.5211,0.8333,0.5208,0.6875
"965",43,55,0.0757,0.0422,0.1318,0.696,0.5569,0.4772,0.6135,0.3923,0.5013
"966",43,56,0.3898,0.2176,0.1278,0.6256,0.4017,0.3026,0.6786,0.6807,0.4417
"967",45,1,0.6802,0.3796,0.1477,0.2969,0.4343,0.423,0.4502,0.4674,0.2789
"968",45,5,0.3653,0.2039,0.1805,0.4974,0.3931,0.2544,0.5091,0.538,0.4158
"969",45,6,0.5831,0.3254,0.0896,0.3514,0.3071,0.278,0.3781,0.4047,0.3594
"970",45,8,0.2992,0.167,0.0457,0.528,0.3224,0.2108,0.5619,0.497,0.3544
"971",45,12,0.5664,0.3161,0.4052,0.6642,0.3153,0.2557,0.6385,0.7837,0.3665
"972",45,13,0.5174,0.2888,0.1546,0.4058,0.4425,0.325,0.4383,0.4415,0.4222
"973",45,16,0.2931,0.1636,0.0459,0.6443,0.3703,0.2144,0.5058,0.7581,0.4168
"974",45,17,0.0604,0.0337,0.1441,0.546,0.5877,0.5063,0.7704,0.6863,0.7788
"975",45,18,0.054,0.0302,0.1026,0.8279,0.5221,0.3831,0.875,0.96,0.6414
"976",45,19,0.1545,0.0862,0.1405,0.5706,0.4095,0.3276,0.5049,0.5922,0.412
"977",45,20,0.5449,0.3041,0.135,0.38,0.428,0.2121,0.2367,0.4701,0.3808
"978",45,21,0.0735,0.041,0.1215,0.389,0.5518,0.4057,0.4899,0.6318,0.6822
"979",45,22,0.7689,0.4291,0.2427,0.5077,0.6615,0.2378,0.4294,0.6801,0.6127
"980",45,24,0.6404,0.3574,0.3244,0.5638,0.4195,0.3685,0.4861,0.705,0.5004
"981",45,26,0.3315,0.185,0.1654,0.6305,0.3487,0.2156,0.4928,0.4761,0.3166
"982",45,27,0.054,0.0301,0.0847,0.7762,0.3608,0.3548,0.8028,0.8163,0.574
"983",45,28,0.4369,0.2438,0.2253,0.6246,0.3482,0.2705,0.4882,0.6514,0.4151
"984",45,29,0.0399,0.0223,0.0944,0.719,0.608,0.3408,0.8462,0.4167,0.8462
"985",45,30,0.0597,0.0333,0.0651,NA,0.4282,0.4148,NA,NA,0.275
"986",45,31,0.3289,0.1836,0.0695,0.3736,0.317,0.2276,0.3424,0.3929,0.322
"987",45,35,1.0238,0.5714,0.3784,0.4684,0.3379,0.2436,0.4236,0.5679,0.4296
"988",45,36,0.4209,0.2349,0.2171,0.6551,0.4931,0.5795,0.1904,0.3477,0.3258
"989",45,37,0.5778,0.3225,0.2345,0.4882,0.5846,0.3488,0.4742,0.6745,0.608
"990",45,38,0.0219,0.0122,0.2594,NA,0.9065,0.8323,NA,NA,1
"991",45,39,0.1287,0.0718,0.2195,0.6257,0.4358,0.3255,0.5326,0.6346,0.4616
"992",45,40,0.2351,0.1312,0.0669,0.7662,0.6627,0.2047,0.8116,1,0.5942
"993",45,41,0.6874,0.3837,0.1421,0.5473,0.3179,0.4311,0.4235,0.6083,0.5285
"994",45,42,0.5075,0.2832,0.4533,0.7919,0.4444,0.4178,0.5631,0.8154,0.5194
"995",45,45,0.5721,0.3193,0.3355,0.6093,0.4822,0.3345,0.5974,0.7249,0.4828
"996",45,46,0.0465,0.0259,0.1516,0.9383,0.7932,0.5067,1,1,0.4
"997",45,47,0.4157,0.232,0.4244,0.7097,0.5102,0.3215,0.7673,0.7854,0.4965
"998",45,48,0.6376,0.3558,0.044,0.4026,NA,0.1825,0.3718,NA,NA
"999",45,49,0.5105,0.2849,0.1305,0.5807,0.2966,0.3245,0.6751,0.528,0.4318
"1000",45,51,0.0384,0.0215,0.0344,0.2337,0.3913,0.1913,0.425,0.625,0.2
"1001",45,53,0.377,0.2104,0.1619,0.7419,0.3062,0.2814,0.5776,0.7593,0.3462
"1002",45,54,0.2153,0.1201,0.1586,0.5139,0.6718,0.3482,0.5581,0.7949,0.6427
"1003",45,55,0.0593,0.0331,0.097,0.7447,0.4635,0.3567,0.8067,0.7781,0.6433
"1004",45,56,0.15,0.0837,0.0448,0.7387,0.5172,0.2105,0.6988,0.8182,0.5838
"1005",47,1,0.7214,0.4026,0.3546,0.5865,0.5551,0.5186,0.5364,0.6905,0.6783
"1006",47,5,0.1539,0.0859,0.0732,0.5506,0.5407,0.2289,0.4763,0.6118,0.5572
"1007",47,6,1.0835,0.6047,0.1663,0.4329,0.5158,0.3757,0.4466,0.4578,0.4262
"1008",47,8,0.2699,0.1506,0.0212,0.2077,0.341,0.1691,0.3768,0.2802,0.3176
"1009",47,12,0.8125,0.4534,0.0475,0.1731,0.3297,0.3806,0.37,0.3845,0.5218
"1010",47,13,0.1175,0.0656,0.1546,0.71,0.3535,0.2854,0.7119,0.8067,0.4769
"1011",47,16,0.343,0.1915,0.0447,0.6812,0.3928,0.2241,0.8149,0.7241,0.4721
"1012",47,17,0.0562,0.0314,0.0883,0.6007,0.3394,0.4113,0.5,0.7143,0.581
"1013",47,18,0.045,0.0251,0.1118,0.7068,0.5131,0.3292,0.75,0.8889,0.562
"1014",47,19,0.106,0.0592,0.1375,0.7651,0.4755,0.3945,0.6942,0.7741,0.4729
"1015",47,20,0.2489,0.1389,0.1039,0.4484,0.6096,0.3233,0.4315,0.5,0.6193
"1016",47,21,0.7828,0.4369,0.2187,0.4503,0.489,0.5828,0.5374,0.5142,0.1439
"1017",47,22,0.7979,0.4453,0.1297,0.3003,0.6546,0.3317,0.361,0.6089,0.5569
"1018",47,24,0.6066,0.3385,0.2557,0.5195,0.5093,0.3932,0.5033,0.6687,0.6464
"1019",47,26,0.2074,0.1157,0.0831,0.6353,0.4688,0.2984,0.6177,0.7275,0.5623
"1020",47,27,0.1887,0.1053,0.1079,0.7177,0.3731,0.4207,0.6712,0.6429,0.4738
"1021",47,28,0.7109,0.3968,0.2901,0.5605,0.5241,0.2605,0.5356,0.5797,0.5233
"1022",47,29,0.2722,0.1519,0.0695,0.4283,0.3612,0.2383,0.41,0.4557,0.3147
"1023",47,30,0.6177,0.3448,0.1298,0.7868,0.503,0.2896,0.796,0.8065,0.4309
"1024",47,31,0.1863,0.104,0.0895,0.6834,0.4767,0.3757,0.6953,0.7392,0.4427
"1025",47,35,0.6055,0.338,0.0912,0.4146,0.5696,0.2656,0.4674,0.5983,0.5757
"1026",47,36,1.2273,0.6849,0.4708,0.8765,0.4677,0.6933,0.618,0.8205,0.5947
"1027",47,37,0.7676,0.4284,0.1985,0.4099,0.6202,0.4125,0.3652,0.7307,0.6292
"1028",47,38,0.0383,0.0214,0.158,0.9386,0.6494,0.3724,0.7778,1,0.7778
"1029",47,39,0.1797,0.1003,0.1348,0.4638,0.5598,0.4895,0.6486,0.6719,0.6734
"1030",47,40,0.4027,0.2248,0.106,0.465,0.4199,0.2787,0.3755,0.4423,0.395
"1031",47,41,0.4863,0.2714,0.1211,0.4766,0.3436,0.4049,0.5515,0.4922,0.5143
"1032",47,42,0.0426,0.0238,0.1045,0.6358,0.4429,0.4252,0.6786,0.7143,0.5383
"1033",47,45,0.6684,0.3731,0.2832,0.5048,0.4289,0.3388,0.5707,0.6886,0.4505
"1034",47,46,0.3618,0.2019,0.0434,0.3963,0.4459,0.1268,0.3352,0.2148,0.3917
"1035",47,47,0.7286,0.4066,0.0684,0.2246,0.5484,0.3761,0.3933,0.6048,0.5487
"1036",47,48,0.3627,0.2024,0.0401,0.79,0.6238,0.2239,0.8734,1,0.511
"1037",47,49,0.4943,0.2759,0.3258,0.8784,0.3646,0.1753,0.8365,0.875,0.3786
"1038",47,51,0.5768,0.3219,0.0454,0.2069,0.3891,0.2987,0.2924,0.3771,0.3484
"1039",47,53,0.6567,0.3665,0.286,0.519,0.2833,0.4688,0.743,0.5591,0.567
"1040",47,54,0.44,0.2456,0.2539,0.5524,0.7656,0.3439,0.5349,0.6887,0.8077
"1041",47,55,0.1178,0.0657,0.1207,0.6092,0.6951,0.3702,0.6972,0.9126,0.4988
"1042",49,1,0.1804,0.1007,0.2605,0.7486,0.599,0.3404,0.696,0.849,0.6297
"1043",49,5,0.0643,0.0359,0.0758,0.6248,0.5595,0.4133,0.7143,0.8889,0.7063
"1044",49,6,0.4971,0.2774,0.0781,0.4744,0.1615,0.2396,0.5094,0.3674,0.3037
"1045",49,8,0.2048,0.1143,0.0839,0.4981,0.5179,0.2876,0.5566,0.6689,0.5863
"1046",49,12,0.7763,0.4332,0.1384,0.62,0.5315,0.3117,0.521,0.7355,0.5586
"1047",49,13,0.6454,0.3602,0.1045,0.2838,0.3131,0.2426,0.3079,0.2453,0.35
"1048",49,16,0.1853,0.1034,0.1435,0.8912,0.502,0.3332,0.7823,0.5758,0.5178
"1049",49,17,0.0586,0.0327,0.111,0.7298,0.617,0.3596,0.7355,0.6222,0.6458
"1050",49,18,0.1218,0.068,0.1774,0.7061,0.5464,0.4042,0.7545,0.876,0.7609
"1051",49,19,0.0784,0.0437,0.0689,0.4628,0.3854,0.2452,0.5139,0.4872,0.4138
"1052",49,20,0.1957,0.1092,0.0625,0.6559,0.7339,0.227,0.678,0.6667,0.661
"1053",49,21,0.2635,0.1471,0.3367,0.6809,0.4339,0.3774,0.6543,0.7527,0.4179
"1054",49,22,0.6458,0.3604,0.2886,0.567,0.4994,0.3107,0.6129,0.6746,0.5844
"1055",49,26,0.671,0.3745,0.5089,0.834,0.4565,0.3425,0.7039,0.8528,0.56
"1056",49,27,0.1115,0.0622,0.1305,0.5751,0.2908,0.328,0.6091,0.632,0.3823
"1057",49,28,0.7529,0.4202,0.5494,0.7657,0.4507,0.4079,0.5299,0.775,0.5019
"1058",49,29,0.1847,0.1031,0.1819,0.6509,0.4296,0.336,0.5906,0.5494,0.329
"1059",49,30,0.2118,0.1182,0.0515,0.514,0.3335,0.2492,0.5231,0.5447,0.3732
"1060",49,31,0.2362,0.1318,0.1523,0.7554,0.5115,0.5472,0.9608,0.8571,0.8333
"1061",49,35,0.8592,0.4796,0.149,0.3733,0.321,0.3961,0.3618,0.402,0.4315
"1062",49,36,0.0972,0.0542,0.1172,0.6193,0.3983,0.4148,0.482,0.4068,0.3651
"1063",49,37,0.7444,0.4154,0.2101,0.4317,0.486,0.4702,0.6247,0.6738,0.2588
"1064",49,38,0.0401,0.0224,0.2084,0.8612,0.838,0.7097,0.8462,0.75,0.9231
"1065",49,39,0.605,0.3376,0.3651,0.6845,0.4302,0.2958,0.5895,0.6888,0.4132
"1066",49,40,0.4582,0.2557,0.0812,0.5906,0.5237,0.3264,0.4962,0.7412,0.6312
"1067",49,41,0.4332,0.2418,0.1559,0.5896,0.4751,0.4923,0.6155,0.5583,0.543
"1068",49,42,0.3153,0.176,0.3043,0.6785,0.4937,0.5558,0.3487,0.685,0.6489
"1069",49,45,0.7217,0.4028,0.1469,0.3823,0.5748,0.557,0.447,0.5991,0.5162
"1070",49,46,0.0274,0.0153,0.1451,NA,0.8961,0.5969,NA,NA,1
"1071",49,47,0.0351,0.0196,0.1209,0.8044,0.5419,0.5119,0.7949,0.7778,0.6026
"1072",49,48,0.5695,0.3179,0.1039,0.4408,0.4501,0.324,0.3169,0.6248,0.4897
"1073",49,49,0.2706,0.151,0.0558,0.4897,0.3608,0.2486,0.4485,0.4022,0.301
"1074",49,51,0.7178,0.4006,0.0304,0.1396,0.6276,0.2049,0.2504,0.6809,0.6667
"1075",49,53,0.3657,0.2041,0.1265,0.6073,0.4995,0.3135,0.4844,0.7234,0.5099
"1076",49,54,0.2117,0.1181,0.2594,0.625,0.5928,0.3067,0.6102,0.8097,0.6301
"1077",49,55,0.0375,0.021,0.1072,0.7578,0.6347,0.3975,0.8958,0.7895,0.739
"1078",50,2,0.5341,0.2981,0.1782,0.3477,0.1828,0.2284,0.3645,0.4473,0.2792
"1079",51,1,0.5993,0.3345,0.1535,0.4187,0.4295,0.3839,0.4461,0.5746,0.4656
"1080",51,5,0.3885,0.2168,0.3314,0.6867,0.4031,0.3315,0.6048,0.739,0.5198
"1081",51,6,0.5889,0.3287,0.1196,0.6187,0.2649,0.3324,0.6627,0.6675,0.4018
"1082",51,8,0.2519,0.1406,0.0547,0.4447,0.4458,0.236,0.4851,0.5299,0.3991
"1083",51,12,1.0488,0.5853,0.3457,0.7438,0.4641,0.3055,0.7299,0.7717,0.4301
"1084",51,13,0.7967,0.4446,0.4532,0.6995,0.3655,0.3735,0.6547,0.7059,0.394
"1085",51,16,0.3189,0.178,0.0834,0.8613,0.3991,0.3506,0.7377,0.925,0.5184
"1086",51,17,0.1949,0.1088,0.4201,0.9194,0.4693,0.6043,0.3348,0.9234,0.7861
"1087",51,18,0.1516,0.0846,0.1781,0.5787,0.5421,0.4216,0.5854,0.5947,0.5472
"1088",51,19,0.0707,0.0395,0.1184,0.8251,0.7117,0.3997,0.6098,0.9048,0.6609
"1089",51,20,0.1233,0.0688,0.0828,0.4981,0.3723,0.2931,0.3595,0.4463,0.398
"1090",51,21,0.1188,0.0663,0.2207,0.7424,0.558,0.4473,0.5008,0.541,0.4783
"1091",51,22,0.8019,0.4476,0.2905,0.6444,0.4307,0.2853,0.6132,0.6354,0.399
"1092",51,26,0.0899,0.0502,0.1071,0.853,0.7339,0.3989,0.8603,0.7972,0.7488
"1093",51,27,0.0437,0.0244,0.1297,0.8314,0.6731,0.6379,0.7143,1,0.75
"1094",51,28,0.5845,0.3262,0.1435,0.3481,0.6114,0.4537,0.5122,0.7347,0.7097
"1095",51,29,0.362,0.2021,0.2666,0.6413,0.4115,0.3708,0.4993,0.5748,0.3502
"1096",51,30,0.0631,0.0352,0.1114,0.4006,0.5805,0.858,1,0.3333,1
"1097",51,31,0.0282,0.0157,0.1332,0.5506,0.6171,0.7515,0.75,0.75,0.3333
"1098",51,35,0.6235,0.348,0.0714,0.4841,0.5592,0.2417,0.4434,0.8132,0.4949
"1099",51,36,0.2423,0.1352,0.2566,0.5717,0.3589,0.5042,0.2708,0.655,0.5952
"1100",51,37,0.966,0.5391,0.1514,0.379,0.3294,0.3366,0.36,0.4096,0.2272
"1101",51,38,0.0359,0.02,0.1193,0.9098,0.564,0.4983,1,1,0.6667
"1102",51,39,0.2448,0.1366,0.0866,0.4406,0.4383,0.3534,0.5456,0.509,0.4025
"1103",51,40,0.4599,0.2566,0.2127,0.7087,0.4447,0.2544,0.6831,0.7861,0.4483
"1104",51,41,0.6079,0.3393,0.1721,0.6607,0.2847,0.2631,0.5569,0.6572,0.3371
"1105",51,42,0.195,0.1088,0.2065,0.5585,0.5678,0.3985,0.5297,0.7164,0.6598
"1106",51,45,0.5716,0.319,0.302,0.5813,0.4795,0.3793,0.6428,0.7572,0.3847
"1107",51,46,0.0536,0.0299,0.0878,0.8662,0.4567,0.4759,0.9091,0.8824,0.615
"1108",51,47,0.2935,0.1638,0.143,0.4734,0.4822,0.2156,0.4825,0.6302,0.5308
"1109",51,48,0.8387,0.4681,0.0917,0.3477,0.6503,0.2916,0.2758,0.6172,0.5804
"1110",51,49,0.1712,0.0955,0.0313,0.6465,0.3654,0.1901,0.7273,0.4444,0.462
